Date;Time of day;Volume activated (+)[MWh];Volume activated (-)[MWh];Activation price (+)[€/MWh];Activation price (-)[€/MWh];Volume procured (+)[MW];Volume procured (-)[MW];Procurement price (+)[€/MW];Procurement price (-)[€/MW]
Jan 7, 2022;10:30 PM;0;140;137.5;-77.91;2,043;2,006;0.69;0.28
Jan 7, 2022;10:45 PM;0;186;137.5;-72.14;2,043;2,006;0.69;0.28
Jan 7, 2022;11:00 PM;1;46;137.5;-90.16;2,043;2,006;0.69;0.28
Jan 7, 2022;11:15 PM;3;3;220.94;-97.63;2,043;2,006;0.69;0.28
Jan 7, 2022;11:30 PM;75;0;353.31;-98.27;2,043;2,006;0.69;0.28
Jan 7, 2022;11:45 PM;3;1;225.6;-98.27;2,043;2,006;0.69;0.28
Jan 8, 2022;12:00 AM;1;7;142.31;-74.68;2,132;1,937;0.11;4.23
Jan 8, 2022;12:15 AM;2;16;170.99;-72.94;2,132;1,937;0.11;4.23
Jan 8, 2022;12:30 AM;0;14;139.94;-73.34;2,132;1,937;0.11;4.23
Jan 8, 2022;12:45 AM;0;86;137.5;-61.48;2,132;1,937;0.11;4.23
Jan 8, 2022;1:00 AM;1;12;160.09;-73.81;2,132;1,937;0.11;4.23
Jan 8, 2022;1:15 AM;12;1;276.97;-75.5;2,132;1,937;0.11;4.23
Jan 8, 2022;1:30 AM;20;10;308.04;-74.13;2,132;1,937;0.11;4.23
Jan 8, 2022;1:45 AM;1;11;163.97;-74.02;2,132;1,937;0.11;4.23
Jan 8, 2022;2:00 AM;7;1;242.3;-75.93;2,132;1,937;0.11;4.23
Jan 8, 2022;2:15 AM;14;4;288.67;-75.07;2,132;1,937;0.11;4.23
Jan 8, 2022;2:30 AM;1;10;154.78;-74.22;2,132;1,937;0.11;4.23
Jan 8, 2022;2:45 AM;1;26;151.22;-71.39;2,132;1,937;0.11;4.23
Jan 8, 2022;3:00 AM;3;3;199.49;-75.11;2,132;1,937;0.11;4.23
Jan 8, 2022;3:15 AM;5;0;229.92;-76.86;2,132;1,937;0.11;4.23
Jan 8, 2022;3:30 AM;50;1;354.1;-76.04;2,132;1,937;0.11;4.23
Jan 8, 2022;3:45 AM;26;1;323.63;-75.66;2,132;1,937;0.11;4.23
Jan 8, 2022;4:00 AM;17;1;264.6;-59.27;2,087;1,963;0.42;3.16
Jan 8, 2022;4:15 AM;23;0;273.67;-71.84;2,087;1,963;0.42;3.16
Jan 8, 2022;4:30 AM;128;0;346.22;-69.81;2,087;1,963;0.42;3.16
Jan 8, 2022;4:45 AM;118;0;342.29;-77;2,087;1,963;0.42;3.16
Jan 8, 2022;5:00 AM;17;1;263.46;-56.26;2,087;1,963;0.42;3.16
Jan 8, 2022;5:15 AM;0;75;137.5;-23.54;2,087;1,963;0.42;3.16
Jan 8, 2022;5:30 AM;2;32;159.19;-31.46;2,087;1,963;0.42;3.16
Jan 8, 2022;5:45 AM;5;66;212.68;-24.42;2,087;1,963;0.42;3.16
Jan 8, 2022;6:00 AM;0;38;137.5;-29.73;2,087;1,963;0.42;3.16
Jan 8, 2022;6:15 AM;0;1;137.5;-54.63;2,087;1,963;0.42;3.16
Jan 8, 2022;6:30 AM;2;1;151.8;-53;2,087;1,963;0.42;3.16
Jan 8, 2022;6:45 AM;0;1;137.5;-54.7;2,087;1,963;0.42;3.16
Jan 8, 2022;7:00 AM;0;15;137.5;-38.14;2,087;1,963;0.42;3.16
Jan 8, 2022;7:15 AM;1;3;151.1;-47.13;2,087;1,963;0.42;3.16
Jan 8, 2022;7:30 AM;1;1;137.5;-53.37;2,087;1,963;0.42;3.16
Jan 8, 2022;7:45 AM;1;2;139.15;-49.25;2,087;1,963;0.42;3.16
Jan 8, 2022;8:00 AM;0;111;137.5;-35.52;2,038;2,058;1.63;0.35
Jan 8, 2022;8:15 AM;0;227;137.5;-9.19;2,038;2,058;1.63;0.35
Jan 8, 2022;8:30 AM;0;174;137.5;-24.33;2,038;2,058;1.63;0.35
Jan 8, 2022;8:45 AM;0;15;137.5;-50.2;2,038;2,058;1.63;0.35
Jan 8, 2022;9:00 AM;1;37;137.5;-46.44;2,038;2,058;1.63;0.35
Jan 8, 2022;9:15 AM;7;1;226.1;-63.65;2,038;2,058;1.63;0.35
Jan 8, 2022;9:30 AM;25;1;298.84;-68.7;2,038;2,058;1.63;0.35
Jan 8, 2022;9:45 AM;5;1;213.11;-67.7;2,038;2,058;1.63;0.35
Jan 8, 2022;10:00 AM;268;0;446.82;-77;2,038;2,058;1.63;0.35
Jan 8, 2022;10:15 AM;61;17;329.32;-49.64;2,038;2,058;1.63;0.35
Jan 8, 2022;10:30 AM;0;18;137.5;-49.59;2,038;2,058;1.63;0.35
Jan 8, 2022;10:45 AM;0;19;137.5;-49.34;2,038;2,058;1.63;0.35
Jan 8, 2022;11:00 AM;16;9;276.77;-51.94;2,038;2,058;1.63;0.35
Jan 8, 2022;11:15 AM;8;0;234.49;-70.52;2,038;2,058;1.63;0.35
Jan 8, 2022;11:30 AM;14;1;270.51;-61.35;2,038;2,058;1.63;0.35
Jan 8, 2022;11:45 AM;0;7;137.5;-53.06;2,038;2,058;1.63;0.35
Jan 8, 2022;12:00 PM;31;0;308.59;-75.28;2,066;1,872;1.06;0.25
Jan 8, 2022;12:15 PM;7;5;232.59;-46.86;2,066;1,872;1.06;0.25
Jan 8, 2022;12:30 PM;1;4;137.5;-48.76;2,066;1,872;1.06;0.25
Jan 8, 2022;12:45 PM;0;95;137.5;-32.64;2,066;1,872;1.06;0.25
Jan 8, 2022;1:00 PM;0;6;137.5;-46.76;2,066;1,872;1.06;0.25
Jan 8, 2022;1:15 PM;1;22;142.05;-40.47;2,066;1,872;1.06;0.25
Jan 8, 2022;1:30 PM;0;49;137.5;-36.59;2,066;1,872;1.06;0.25
Jan 8, 2022;1:45 PM;0;50;137.5;-36.49;2,066;1,872;1.06;0.25
Jan 8, 2022;2:00 PM;2;18;154.73;-41.66;2,066;1,872;1.06;0.25
Jan 8, 2022;2:15 PM;0;73;137.5;-34.41;2,066;1,872;1.06;0.25
Jan 8, 2022;2:30 PM;6;29;219.81;-39.11;2,066;1,872;1.06;0.25
Jan 8, 2022;2:45 PM;11;1;254.82;-69.99;2,066;1,872;1.06;0.25
Jan 8, 2022;3:00 PM;5;2;205.52;-53.85;2,066;1,872;1.06;0.25
Jan 8, 2022;3:15 PM;30;0;306.88;-77;2,066;1,872;1.06;0.25
Jan 8, 2022;3:30 PM;37;0;315.07;-77;2,066;1,872;1.06;0.25
Jan 8, 2022;3:45 PM;12;2;260.94;-52.79;2,066;1,872;1.06;0.25
Jan 8, 2022;4:00 PM;0;116;137.5;-26.49;2,075;1,998;2.99;0.14
Jan 8, 2022;4:15 PM;0;34;137.5;-38.52;2,075;1,998;2.99;0.14
Jan 8, 2022;4:30 PM;1;3;137.51;-49.49;2,075;1,998;2.99;0.14
Jan 8, 2022;4:45 PM;24;1;285.92;-56.12;2,075;1,998;2.99;0.14
Jan 8, 2022;5:00 PM;21;1;280.35;-56.4;2,075;1,998;2.99;0.14
Jan 8, 2022;5:15 PM;44;1;308.41;-57.41;2,075;1,998;2.99;0.14
Jan 8, 2022;5:30 PM;95;0;332.33;-60;2,075;1,998;2.99;0.14
Jan 8, 2022;5:45 PM;70;0;322.68;-59.02;2,075;1,998;2.99;0.14
Jan 8, 2022;6:00 PM;34;0;299.83;-57.64;2,075;1,998;2.99;0.14
Jan 8, 2022;6:15 PM;51;0;313.16;-58.98;2,075;1,998;2.99;0.14
Jan 8, 2022;6:30 PM;5;1;211.4;-57.22;2,075;1,998;2.99;0.14
Jan 8, 2022;6:45 PM;2;2;156.17;-52.39;2,075;1,998;2.99;0.14
Jan 8, 2022;7:00 PM;30;1;293.9;-57.13;2,075;1,998;2.99;0.14
Jan 8, 2022;7:15 PM;33;0;297.92;-57.89;2,075;1,998;2.99;0.14
Jan 8, 2022;7:30 PM;1;23;140.67;-41.25;2,075;1,998;2.99;0.14
Jan 8, 2022;7:45 PM;1;25;137.51;-40.55;2,075;1,998;2.99;0.14
Jan 8, 2022;8:00 PM;1;2;150.75;-48.17;2,043;1,931;0.56;0.91
Jan 8, 2022;8:15 PM;5;17;211.63;-25.3;2,043;1,931;0.56;0.91
Jan 8, 2022;8:30 PM;0;22;137.5;-19.62;2,043;1,931;0.56;0.91
Jan 8, 2022;8:45 PM;0;28;137.5;-14.31;2,043;1,931;0.56;0.91
Jan 8, 2022;9:00 PM;18;6;309.88;-42.35;2,043;1,931;0.56;0.91
Jan 8, 2022;9:15 PM;6;0;229.75;-58.48;2,043;1,931;0.56;0.91
Jan 8, 2022;9:30 PM;1;10;139.55;-35.63;2,043;1,931;0.56;0.91
Jan 8, 2022;9:45 PM;0;65;137.5;1.85;2,043;1,931;0.56;0.91
Jan 8, 2022;10:00 PM;19;13;313.41;-31.48;2,043;1,931;0.56;0.91
Jan 8, 2022;10:15 PM;2;42;155.2;-6.3;2,043;1,931;0.56;0.91
Jan 8, 2022;10:30 PM;0;96;137.5;9.25;2,043;1,931;0.56;0.91
Jan 8, 2022;10:45 PM;0;135;137.5;18.75;2,043;1,931;0.56;0.91
Jan 8, 2022;11:00 PM;11;15;273.07;-28.63;2,043;1,931;0.56;0.91
Jan 8, 2022;11:15 PM;1;10;140.15;-35.24;2,043;1,931;0.56;0.91
Jan 8, 2022;11:30 PM;1;4;137.5;-44.54;2,043;1,931;0.56;0.91
Jan 8, 2022;11:45 PM;0;5;137.5;-43.39;2,043;1,931;0.56;0.91
